369105.22344681,4945530.02884161,1
369106.24760823,4945531.00203537,1
369107.26595723,4945531.9902218,1
369108.27882301,4945532.98394852,1
369109.25426935,4945534.0286618,1
369110.18968391,4945535.09870371,1
369111.12199121,4945536.17215873,1
369112.05352941,4945537.26402637,1
369112.89369141,4945538.4489888,1
369113.6794176,4945539.78186817,1
369114.27911499,4945541.07390592,1
369114.85420308,4945542.37700237,1
369115.42929117,4945543.68009881,1
369115.97908533,4945545.0091722,1
369116.43563018,4945546.36456136,1
369116.75151814,4945547.84215648,1
369116.95932858,4945549.22355242,1
369117.13327787,4945550.60538404,1
369117.27235046,4945552.00530504,1
369117.30874981,4945553.42098776,1
369117.2503623,4945554.81129504,1
369117.10897651,4945556.20831705,1
369116.84068998,4945557.62057349,1
369116.5021936,4945558.99781687,1
369116.05164314,4945560.34610599,1
369115.54849064,4945561.69895076,1
369114.9452865,4945563.00699375,1
369114.31508696,4945564.27619975,1
369113.63734589,4945565.51980858,1
369112.87503615,4945566.69997319,1
369112.08033545,4945567.86915334,1
369111.30346229,4945569.03300207,1
369110.53838372,4945570.20827325,1
369109.8427918,4945571.33552108,1
369109.2755902,4945572.64433091,1
369108.75207522,4945573.95270598,1
369108.45987933,4945575.22444192,1
369108.17766277,4945576.60417853,1
369107.93889475,4945578.00023374,1
369107.81991673,4945579.37989477,1
369107.77427783,4945580.7925613,1
369107.76125384,4945582.21350843,1
369107.87378669,4945583.65101836,1
369108.12839298,4945585.05637502,1
369108.41709786,4945586.44293834,1
369108.69589546,4945587.81681263,1
369109.02204475,4945589.18064883,1
369109.36626172,4945590.54656677,1
369109.72262783,4945591.91004964,1
369110.07988698,4945593.27064487,1
369110.44586371,4945594.62867216,1
369110.89092399,4945595.98102007,1
369111.35392722,4945597.36593252,1
369111.74619526,4945598.80637834,1
369112.1204401,4945600.16293883,1
369112.49867764,4945601.51676989,1
369112.88499668,4945602.85464816,1
369113.26304777,4945604.21485983,1
369113.67841885,4945605.55545984,1
369114.10214979,4945606.8826028,1
369114.53324158,4945608.21638155,1
369114.97531865,4945609.52821078,1
369115.45103245,4945610.87360846,1
369115.9979532,4945612.11605328,1
369116.65631927,4945613.45673906,1
369117.37150288,4945614.81492485,1
369118.25039175,4945616.21262917,1
369119.09355219,4945617.3198338,1
369119.94555251,4945618.38490836,1
369120.84040363,4945619.42545958,1
369121.78847964,4945620.47931804,1
369122.75839168,4945621.51830483,1
369123.74108291,4945622.52972264,1
369124.72581768,4945623.53145086,1
369125.71358359,4945624.52695192,1
369126.71688383,4945625.54857212,1
369127.69488625,4945626.61397083,1
369128.61593612,4945627.80725497,1
369129.29197534,4945629.06761971,1
369129.77014084,4945630.21410827,1
369130.2739876,4945631.32687752,1
369130.66251316,4945632.45887203,1
369131.05213923,4945633.70131299,1
369131.32004169,4945635.04830711,1
369131.58887382,4945636.39482026,1
369131.86504599,4945637.84486322,1
369132.19526193,4945639.2145279,1
369132.52707492,4945640.49394688,1
369132.8323883,4945641.68515293,1
369133.00211112,4945643.02607825,1
369133.12374134,4945644.53288603,1
369133.1694373,4945646.31931073,1
369133.22533834,4945647.59470937,1
369133.25778727,4945648.92479019,1
369133.26499898,4945650.2958038,1
369133.24094347,4945651.62101231,1
369133.18315299,4945652.18460314,1
369133.09636004,4945653.25245327,1
369132.98642142,4945654.46939107,1
369132.84826161,4945655.69576074,1
369132.64097027,4945656.73943007,1
369132.46745205,4945657.66709673,1
