368887.64117627,4945648.4022385,2
368888.61086187,4945648.16618382,2
368889.58054747,4945647.93012915,2
368890.55023306,4945647.69407447,2
368891.51991866,4945647.45801979,2
368892.48960426,4945647.22196511,2
368893.45928985,4945646.98591043,2
368894.42897545,4945646.74985576,2
368895.39866105,4945646.51380108,2
368896.36834665,4945646.2777464,2
368897.33803224,4945646.04169172,2
368898.30771784,4945645.80563704,2
368899.27740344,4945645.56958237,2
368900.24708903,4945645.33352769,2
368901.21677463,4945645.09747301,2
368902.18646023,4945644.86141833,2
368903.15614583,4945644.62536366,2
368904.12583142,4945644.38930898,2
368905.09551702,4945644.1532543,2
368906.06520262,4945643.91719962,2
368907.03488821,4945643.68114495,2
368908.00457381,4945643.44509027,2
368908.97425941,4945643.20903559,2
368909.94394501,4945642.97298091,2
368910.9136306,4945642.73692623,2
368911.8833162,4945642.50087156,2
368912.8530018,4945642.26481688,2
368913.82268739,4945642.0287622,2
368914.79237299,4945641.79270752,2
368915.76205859,4945641.55665285,2
368916.73174418,4945641.32059817,2
368917.70142978,4945641.08454349,2
368918.67111538,4945640.84848881,2
368919.64080098,4945640.61243413,2
368920.61048657,4945640.37637946,2
368921.58017217,4945640.14032478,2
368922.54985777,4945639.9042701,2
368923.51954336,4945639.66821542,2
368924.48922896,4945639.43216075,2
368925.45891456,4945639.19610607,2
368926.42860016,4945638.96005139,2
368927.39828575,4945638.72399671,2
368928.36797135,4945638.48794204,2
368929.33765695,4945638.25188736,2
368930.30734254,4945638.01583268,2
368931.27702814,4945637.779778,2
368932.24671374,4945637.54372332,2
368933.21639934,4945637.30766865,2
368934.18608493,4945637.07161397,2
368935.15577053,4945636.83555929,2
368936.12545613,4945636.59950461,2
368937.09514172,4945636.36344993,2
368938.06482732,4945636.12739526,2
368939.03451292,4945635.89134058,2
368940.00419851,4945635.6552859,2
368940.97388411,4945635.41923122,2
368941.94356971,4945635.18317655,2
368942.91325531,4945634.94712187,2
368943.8829409,4945634.71106719,2
368944.8526265,4945634.47501251,2
368945.8223121,4945634.23895784,2
368946.79199769,4945634.00290316,2
368947.76168329,4945633.76684848,2
368948.73136889,4945633.5307938,2
368949.70105449,4945633.29473912,2
368950.67074008,4945633.05868445,2
368951.64042568,4945632.82262977,2
368952.61011128,4945632.58657509,2
368953.57979687,4945632.35052041,2
368954.54948247,4945632.11446574,2
368955.51916807,4945631.87841106,2
368956.48885367,4945631.64235638,2
368957.45853926,4945631.4063017,2
368958.42822486,4945631.17024702,2
368959.39791046,4945630.93419235,2
368960.36759605,4945630.69813767,2
368961.33728165,4945630.46208299,2
368962.30696725,4945630.22602831,2
368963.27665284,4945629.98997364,2
368964.24633844,4945629.75391896,2
368965.21602404,4945629.51786428,2
368966.18570964,4945629.2818096,2
368967.15539523,4945629.04575493,2
368968.12508083,4945628.80970025,2
368969.09476643,4945628.57364557,2
368970.06445202,4945628.33759089,2
368971.03413762,4945628.10153621,2
368972.00382322,4945627.86548154,2
368972.97350882,4945627.62942686,2
368973.94319441,4945627.39337218,2
368974.91288001,4945627.1573175,2
368975.88256561,4945626.92126282,2
368976.8522512,4945626.68520815,2
368977.8219368,4945626.44915347,2
368978.7916224,4945626.21309879,2
368979.761308,4945625.97704411,2
368980.73099359,4945625.74098944,2
368981.70067919,4945625.50493476,2
368982.67036479,4945625.26888008,2
368983.64005038,4945625.0328254,2
368984.60973598,4945624.79677073,2
368985.57942158,4945624.56071605,2
368986.54910717,4945624.32466137,2
368987.51879277,4945624.08860669,2
368988.48847837,4945623.85255201,2
368989.45816397,4945623.61649734,2
368990.42784956,4945623.38044266,2
368991.39753516,4945623.14438798,2
368992.36722076,4945622.9083333,2
368993.33690635,4945622.67227863,2
368994.30659195,4945622.43622395,2
368995.27627755,4945622.20016927,2
368996.24596315,4945621.96411459,2
368997.21564874,4945621.72805991,2
368998.18533434,4945621.49200524,2
368999.15501994,4945621.25595056,2
369000.12470553,4945621.01989588,2
369001.09439113,4945620.7838412,2
369002.06407673,4945620.54778653,2
369003.03376233,4945620.31173185,2
369004.00344792,4945620.07567717,2
369004.97313352,4945619.83962249,2
369005.94281912,4945619.60356782,2
369006.91250471,4945619.36751314,2
369007.88219031,4945619.13145846,2
369008.85187591,4945618.89540378,2
369009.8215615,4945618.6593491,2
369010.7912471,4945618.42329443,2
369011.7609327,4945618.18723975,2
369012.7306183,4945617.95118507,2
369013.70030389,4945617.71513039,2
369014.66998949,4945617.47907572,2
369015.63967509,4945617.24302104,2
369016.60936068,4945617.00696636,2
369017.57904628,4945616.77091168,2
369018.54873188,4945616.534857,2
369019.51841748,4945616.29880233,2
369020.48810307,4945616.06274765,2
369021.45778867,4945615.82669297,2
369022.42747427,4945615.59063829,2
369023.39715986,4945615.35458362,2
369024.36684546,4945615.11852894,2
369025.33653106,4945614.88247426,2
369026.30621666,4945614.64641958,2
369027.27590225,4945614.4103649,2
369028.24558785,4945614.17431023,2
369029.21527345,4945613.93825555,2
369030.18495904,4945613.70220087,2
369031.15464464,4945613.46614619,2
369032.12433024,4945613.23009152,2
369033.09401583,4945612.99403684,2
369034.06370143,4945612.75798216,2
369035.03338703,4945612.52192748,2
369036.00307263,4945612.2858728,2
369036.97275822,4945612.04981813,2
369037.94244382,4945611.81376345,2
369038.91212942,4945611.57770877,2
369039.88181501,4945611.34165409,2
369040.85150061,4945611.10559942,2
369041.82118621,4945610.86954474,2
369042.79087181,4945610.63349006,2
369043.7605574,4945610.39743538,2
369044.730243,4945610.16138071,2
369045.6999286,4945609.92532603,2
369046.66961419,4945609.68927135,2
369047.63929979,4945609.45321667,2
369048.60898539,4945609.21716199,2
369049.57867099,4945608.98110732,2
369050.54835658,4945608.74505264,2
369051.51804218,4945608.50899796,2
369052.48772778,4945608.27294328,2
369053.45741337,4945608.03688861,2
369054.42709897,4945607.80083393,2
369055.39678457,4945607.56477925,2
369056.36647016,4945607.32872457,2
369057.33615576,4945607.09266989,2
369058.30584136,4945606.85661522,2
369059.27552696,4945606.62056054,2
369060.24521255,4945606.38450586,2
369061.21489815,4945606.14845118,2
369062.18458375,4945605.91239651,2
369063.15426934,4945605.67634183,2
369064.12395494,4945605.44028715,2
369065.09364054,4945605.20423247,2
369066.06332614,4945604.96817779,2
369067.03301173,4945604.73212312,2
369068.00269733,4945604.49606844,2
369068.97238293,4945604.26001376,2
369069.94206852,4945604.02395908,2
369070.91175412,4945603.78790441,2
369071.88143972,4945603.55184973,2
369072.85112532,4945603.31579505,2
369073.82081091,4945603.07974037,2
369074.79049651,4945602.8436857,2
369075.76018211,4945602.60763102,2
369076.7298677,4945602.37157634,2
369077.6995533,4945602.13552166,2
369078.6692389,4945601.89946698,2
369079.63892449,4945601.66341231,2
369080.60861009,4945601.42735763,2
369081.57829569,4945601.19130295,2
369082.54798129,4945600.95524827,2
369083.51766688,4945600.7191936,2
369084.48735248,4945600.48313892,2
369085.45703808,4945600.24708424,2
369086.42672367,4945600.01102956,2
369087.39640927,4945599.77497488,2
369088.36609487,4945599.53892021,2
369089.33578047,4945599.30286553,2
369090.30546606,4945599.06681085,2
369091.27515166,4945598.83075617,2
369092.24483726,4945598.5947015,2
369093.21452285,4945598.35864682,2
369094.18420845,4945598.12259214,2
369095.15389405,4945597.88653746,2
369096.12357965,4945597.65048279,2
369097.09326524,4945597.41442811,2
369098.06295084,4945597.17837343,2
369099.03263644,4945596.94231875,2
369100.00232203,4945596.70626407,2
369100.97200763,4945596.4702094,2
369101.94169323,4945596.23415472,2
369102.91137882,4945595.99810004,2
369103.88106442,4945595.76204536,2
369104.85075002,4945595.52599069,2
369105.82043562,4945595.28993601,2
369106.79012121,4945595.05388133,2
369107.75980681,4945594.81782665,2
369108.72949241,4945594.58177197,2
369109.699178,4945594.3457173,2
369110.6688636,4945594.10966262,2
369111.6385492,4945593.87360794,2
369112.6082348,4945593.63755326,2
369113.57792039,4945593.40149859,2
369114.54760599,4945593.16544391,2
369115.51729159,4945592.92938923,2
369116.48697718,4945592.69333455,2
369117.45666278,4945592.45727987,2
369118.42634838,4945592.2212252,2
369119.39603398,4945591.98517052,2
369120.36571957,4945591.74911584,2
369121.33540517,4945591.51306116,2
369122.30509077,4945591.27700649,2
369123.27477636,4945591.04095181,2
369124.24446196,4945590.80489713,2
369125.21414756,4945590.56884245,2
369126.18383315,4945590.33278777,2
369127.15351875,4945590.0967331,2
369128.12320435,4945589.86067842,2
369129.09288995,4945589.62462374,2
369130.06257554,4945589.38856906,2
369131.03226114,4945589.15251439,2
369132.00194674,4945588.91645971,2
369132.97163233,4945588.68040503,2
369133.94131793,4945588.44435035,2
369134.91100353,4945588.20829568,2
369135.88068913,4945587.972241,2
369136.85037472,4945587.73618632,2
369137.82006032,4945587.50013164,2
369138.78974592,4945587.26407696,2
369139.75943151,4945587.02802229,2
369140.72911711,4945586.79196761,2
369141.69880271,4945586.55591293,2
369142.66848831,4945586.31985825,2
369143.6381739,4945586.08380358,2
369144.6078595,4945585.8477489,2
369145.5775451,4945585.61169422,2
369146.54723069,4945585.37563954,2
369147.51691629,4945585.13958486,2
369148.48660189,4945584.90353019,2
369149.45628749,4945584.66747551,2
369150.42597308,4945584.43142083,2
369151.39565868,4945584.19536615,2
369152.36534428,4945583.95931148,2
369153.33502987,4945583.7232568,2
369154.30471547,4945583.48720212,2
369155.27440107,4945583.25114744,2
369156.24408666,4945583.01509276,2
369157.21377226,4945582.77903809,2
369158.18345786,4945582.54298341,2
369159.15314346,4945582.30692873,2
369160.12282905,4945582.07087405,2
369161.09251465,4945581.83481938,2
369162.06220025,4945581.5987647,2
369163.03188584,4945581.36271002,2
369164.00157144,4945581.12665534,2
369164.97125704,4945580.89060066,2
369165.94094264,4945580.65454599,2
369166.91062823,4945580.41849131,2
369167.88031383,4945580.18243663,2
369168.84999943,4945579.94638195,2
369169.81968502,4945579.71032728,2
369170.78937062,4945579.4742726,2
369171.75905622,4945579.23821792,2
369172.72874182,4945579.00216324,2
369173.69842741,4945578.76610857,2
369174.66811301,4945578.53005389,2
369175.63779861,4945578.29399921,2
369176.6074842,4945578.05794453,2
369177.5771698,4945577.82188985,2
369178.5468554,4945577.58583518,2
